id,PIA / SORN,System Name,Url,PII,Purpose,Retention,Sharing / Routine Uses,SORN ID
25,PIA,GSA Security Tracking and Adjudication Record System (GSTARS),https://www.gsa.gov/cdnstatic/GSTAR%20PIA-2017_3202017_JH_4_11_2018_UR_POST.pdf,"Collects and maintains the following personally identifiable information which may be developed during the security investigation, including but is not limited to: Full Name • Social Security No. • Citizenship Status • fingerprint results • email address • Date of Birth • Place of Birth • Gender • Organizational and Employee affiliations Medical History • Criminal History • Mother’s Maiden Name • Employment History • Credit History • Phone Numbers • Position Title • Position Sensitivity • Eligibility Level Clearance / Eligibility Date / 3 Adjudication Date • Clearance Type: Secret, Top Secret, SCI • Reports of Foreign Travel • Reports of foreign contacts • Security Incident Reporting • Background Investigative Reports • Nondisclosure Agreements • and Requests for access to Sensitive Compartmented Information (SCI).",The personally identifiable information (PII) collected consists of data elements necessary to identify the individual and to track completion of security related processes including background or other investigations concerning the individual. The system has been designed to closely align with the Personnel Security Branch business practices.,System records are retained and disposed of according to GSA records maintenance and disposition schedules and the requirements of the National Archives and Records Administration.,Not at this time; but GSTARS could share/link with CHRIS (Comprehensive Human Resources Integrated System) and GCIMS (GSA Credential & Identify Management System) and the new HR Links system (CHRIS replacement) in the future,GSA/CIO1.
26,PIA,GSA Smart Pay - US Bank,https://www.gsa.gov/cdnstatic/20190507%20-%20USBank%20SmartPay%20PIA_for%20posting.pdf,"cardholders name 
business address 
telephone numbers 
full name 
home or business address
date of birth,
if a cardholder agrees to creditworthiness checks, their SSN 
","GSA is collecting this data in order to establish and maintain a system for operating, controlling, and managing a charge card program involving commercial purchases by authorized Federal Government employees and contractors. The program provides both plastic and virtual cards for Fleet cards, Integrated cards, and Tax Advantage cards.
The PII collected and used is the same information as that utilized for major credit cards. All PII collected is required for the business logic processing, such as, online application, customer email notification, and statement delivery.","In accordance with GSA’s contract with U.S. Bank, U.S. Bank shall maintain electronic records of all transactions for a period of six (6) years after final contract payment. Final contract payment is defined as the final payment for the particular charge under each agency’s/organization’s task order. Contractors shall provide online access to data (e.g., through the EAS) to GSA and the agency/organization for six (6) years after the occurrence of each transaction. Review/approval and reconciliation data are considered to be parts of the transaction and shall be subject to the same six (6) year record retention requirement. Should an agency/organization decide to use the Contractor’s EAS as their official record keeping system then the agency’s/organization’s data, shall be subject to the same six (6) year record retention requirement from the date of creation. Longer transaction record retention and retrieval requirements than those mentioned above may be necessary and will be specified by an agency/organization in task order level requirements.","No. For example, GSA will not generate reports from Access Online and provide those to customer agencies as part of its shared service functionality.",GSA/GOVT-6
27,PIA,GSA SmartPay® - Citibank,https://www.gsa.gov/cdnstatic/20190424%20-%20SmartPay%20-%20Citibank%20PIA_for%20posting.pdf,"Name  Contact Information (e.g., address, telephone number, email address)  Social Security Number (SSN)  Permanent Account Number (PAN)  Information about individuals provided by third parties (e.g. employer, credit reports, background investigation) 9 Version 2.2: August 29, 2018 Data is retrieved by Card or Account number, employee ID (if provided by the agency), and the name. All PII collected is required for the business logic processing, such as, online application, customer email notification, and statement delivery. All critical PII is masked on the screen. The system reinforces entitlement to protect unauthorized access, and any violation is reported.","GSA is collecting this data in order to establish and maintain a system for operating, controlling, and managing a charge card program involving commercial purchases by authorized Federal Government employees and contractors. The program provides both plastic and virtual cards for Fleet cards, Integrated cards, and Tax Advantage cards. The PII collected and used is the same information as that utilized for major credit cards. All PII collected is required for the business logic processing, such as, online application, customer email notification, and statement delivery.","In accordance with GSA’s contract with Citi, Citi shall maintain electronic records of all transactions for a period of six (6) years after final contract payment. Final contract payment is defined as the final payment for the particular charge under each agency’s/organization’s task order. Contractors shall provide online access to data (e.g., through the EAS) to GSA and the agency/organization for six (6) years after the occurrence of each transaction. Review/approval and reconciliation data are considered to be parts of the transaction and shall be subject to the same six (6) year record retention requirement. Should an agency/organization decide to use the Contractor’s EAS as their official record keeping system then the agency’s/organization’s data, shall be subject to the same six (6) year record retention requirement from the date of creation. Longer 7 Version 2.2: August 29, 2018 transaction record retention and retrieval requirements than those mentioned above may be necessary and will be specified by an agency/organization in task order level requirements.1","Information is not shared with other Federal, State, Local, agencies. In accordance with Citi Privacy and Confidentiality Policy, Businesses and Global Functions must only share PII and Customer Data with affiliates, Third Parties and other parties to the extent 12 Version 2.2: August 29, 2018 necessary for the fulfilment of the specified or permissible compatible purposes or for compliance with legal and/or regulatory obligations, complaints, investigations or requests and as permitted by applicable laws and regulations. Additional general purpose information regarding Citi and Privacy can be found at: https://online.citi.com/US/JRS/portal/template.do?ID=Privacy",GSA/GOVT-6
28,PIA,GSAJOBS,https://www.gsa.gov/cdnstatic/GSAJOBS_PIA_December2018.pdf,PII Collected shown below. All PII collected is for the purpose of applying for employment at GSA from all job applicants. ● Name ● Email Address ● Home Address ● Social Security Number (SSN) (Only last four digits are visible) ● Date of Birth ● Home address and telephone number ● Resume / Employment history ● Race and National Origin data (optional**) The PII collected can be seen by GSA HR specialists and managers who have requested applicants for open positions.,"The GSAJOBS Hiring Management System (GSAJOBS) is a web-based application used by the General Services Administration (GSA) as a tool for electronic automation of staffing and HR management related functions used by the Office of Human Resources Management (OHRM). GSA’s GSAJOBS system resides on Monster’s Hiring Management Enterprise System (MHME) that has a leasing agreement with GSA to provide the application’s online services. GSA HR users access the GSAJOBS application via the Internet and use the tool for creating and managing vacancies, notifying potential applicants of those vacancies via the Internet, collecting and processing applicant data, ranking applicant 12 Version 2.2: August 29, 2018 qualifications based on such data, and allowing managers to view qualified applicants via an online certificate of eligible applicants. Information stored and processed by Monster’s MHME includes vacancy data such as job descriptions, questions, and criteria; as well as applicant data such as resumes, contact information, and social security numbers. Monster may access applicant data when working to resolve reported system issues, or to support GSAJOBS inquiries, or run reports.","GSAJOBS complies with all GSA retention and disposal procedures specified by 1820.1 CIO P GSA Records Maintenance and Disposition System. Records contained in the HR Links system will be retained consistent with section 2.2 of NARA General Records Schedule, “Employee Management Records”. See https://www.archives.gov/files/records-mgmt/grs/trs29-sch-only.pdf. Disposition Authority Number: DAA-GRS-2016-0014-0001 - Destroy when 3 years old, or 3 years after superseded or obsolete, whichever is appropriate, but longer retention is authorized if required for business use.",GSAJOBS shares demographic information with OPM as federally mandated. See the “Purpose and Routine Uses for Demographic Information” section of the usajobs.gov Privacy Act Notice for additional information. Monster may access applicant data when working to resolve reported system issues or to support GSAJOBS inquiries or run reports,OPM-GOVT-5
29,PIA,Hire EZ,https://www.gsa.gov/cdnstatic/20190618%20-%20Hire%20EZ%20PIA.pdf,"All applicants seeking employment with the Presidential Innovation Fellows (PIF). The PII collected is shown below. All PII collected is for the purpose of applying for employment at GSA / PIF from all job applicants. ● Name ● Email Address ● Home Address ● Telephone Number ● Resume / Employment history ● Veteran and Citizenship Status ● User and Online Information (e.g., LinkedIn)","Hire EZ is a web-based application used by the General Services Administration's (GSA) Presidential Innovation Fellows (PIF) as a tool for electronic automation of application submission, processing and review. Hire EZ resides on the Salesforce platform that has an Enterprise License Agreement with GSA to provide enterprise services and cloud solutions. The PIF team uses Hire EZ to create hiring seasons and hosts the application submission form to join the fellowship on their team’s webpage where interested individuals (applicants) can apply. Applicants submit their information (e.g., contact, citizenship, current employer, resume, user and online information) via the PIF.gov webpage and then that is received and processed within Salesforce. PIF users and managers as well as customer agency employees are able to review and rank applications, as well as send notifications (via the application) to applicants notifying them of their application status. Hire EZ’s Software as a Service (SaaS) provided by Salesforce relies on Salesforce’s hardware and software.","The recommended retention period for all information contained in this application is three fiscal years, but no longer than 10 fiscal years. The system allows the flexibility for the Application Owner to request that entire records be deleted by a Salesforce administrator.","Hire EZ shares demographic information with OPM as federally mandated. Partner Agency Employees who are appointed as application reviewers for the PIF program will login through a Salesforce Community and will only have access to the applicants that are relevant for them to rank. This decision is made by the Application Owner (PIF team) of the Hire EZ application. The system does take the applicant reviewer ratings from Review Round 1 and Review Round 2 to determine what rating band the applicant falls within. The applicant falls into one of the following bands based off their Review Round Scores: Qualified, Well Qualified, Best Qualified, Superior. This information is used to determine which applicants will move to the next review round and ultimately get interviewed by the PIF team.",System of Records Notice (SORN) - GSA/CEO-1
30,PIA,Human Resources IT Transition to Transformation (HR Links),https://www.gsa.gov/cdnstatic/HR%20Links%20PIA.pdf,"HR Links collects Federal employee data such as Name, Social Security Number (SSN), Employee Number, Date of Birth/Age, Home address and telephone number, Race and National Origin data, Gender, Handicap Code, Birth Date, Marital Status, Reprimands and Warnings, Education History, and Benefits. This Personally Identifiable Information (PII) is generally the most sensitive information included in the system. Other information includes payroll, accounting, pay and leave entitlement records, payroll deduction and withholding, and time and attendance records.

There are four tiers of users, as categorized by PII access. “Tier one” users are employees that can access their own personal data only, for example personal contact information, benefit election information and time and attendance records. Examples of “tier two” users are an employee’s supervisor who has access to information including that employee’s home address, personal contact information, and time and attendance records but specifically excluding Social Security Number (SSN) and date of birth (DOB). “Tier three” users are comprised of a subset of GSA OHRM staff users who may have a need to access employees’ SSNs or DOBs, as well as the information available at tiers one and two. “Tier four” users are a different subset of GSA OHRM staff who may need access to voluntarily reported employee data including race and national origin to evaluate how GSA is meeting its policies and practices on hiring and retaining minorities, women, and disabled persons, analyzing their status in the workforce; and for establishing workforce diversity goals and timetables.

HR Links receives information about GSA employees from the systems listed below:
Payroll, Accounting and Reporting (PAR) system –PAR is GSA’s payroll processing system and the link between the GSA’s HR and accounting systems. HR Links sends updated personnel data to the payroll system along with the time and attendance information required to perform payroll actions. GSA’s payroll system provides HR Links with the resulting payroll information after each payroll processing cycle. GSA employee PII shared from PAR to HR Links and from HR Links to PAR includes the employee’s name, date of birth, and social security number. However, HR Links and PAR do not exchange employee home addresses, or phone numbers.

GSA Credential and Identity Management System (GCIMS) - GCIMS contains credential and background investigation information for all GSA employees and contractors. HR Links has a bidirectional connection to GCIMS and shares PII including SSN as part of the background investigation process.

GSA JOBS - GSA JOBS contains information on GSA positions. HR Links has a bidirectional connection to GSA JOBS to track which positions are open or being filled.

HR Links transmits information to the systems listed below via secure file transfer protocol (SFTP) which provides the ability to push data to external sources through batch file transfer.

The Department of Health and Human Services (HHS) Federal Occupational Health (FOH) – HHS’ FOH provides a benefit to all federal agencies for work-life balance activities for Federal employees (https://www.worklife4you.com/index.html) . This FOH-managed program requires that each Federal agency provide a list of current employees to the WorkLife4You vendor. HR Links provides a full list of GSA employees to FOH on a monthly basis including name, e-mail address, birth date, gender, and home address to allow FOH to offer benefits.

OPM’s Electronic Official Personnel Folder (eOPF) – HR Links transmits GSA employees’ personnel records (e.g. promotions, raises, etc.) to OPM’s Enterprise Human Resources Integration (EHRI) initiative to improve the Federal Government’s human capital management. eOPF is each employee’s electronic Official Personnel File. eOPF requires the employee’s name and SSN to validate records.

Benefits (EEX) – EEX allows a variety of discretionary personnel and payroll transactions (e.g., changes to Financial Allotments, Health Benefits, Thrift Savings Plan, Direct Deposit, Federal and State Taxes, and Home Address) to be performed. This service requires PII, including SSN to validate records.

Enterprise Human Resources Integration (eHRI) – EHRI is responsible for maintaining the integrity of the electronic Official Personnel Folder (eOPF), which protects information rights, benefits, and entitlements of federal employees. Through on-demand Web-based access to personnel folders, EHRI eOPF enables 24/7 concurrent access to personnel information by Human Resources (HR) staff, and employees. It also allows the electronic transfer of the eOPF from one agency to another when the employee moves from one organization to another. The suite of EHRI analytical tools and a comprehensive Data Warehouse provides on demand, custom reports to plan and forecast the personnel needs of the Federal Government. This service requires PII, including SSN to validate records.","● Name: Used to identify the employee and retained for employee HR record
● GSA Employee ID: This is the primary unique identifier which allows HR professional
to search for information about GSA employees.
● Social Security Number: Used and retained for employee HR record and tax reporting
purposes
● Date of Birth: Used to identify employee age and retained for employee HR record
● Mailing Address: Used for communication and retained for employee HR record
● Phone Number(s): Used for communication and retained for employee HR record
● Email Address: Used for communication and retained for employee HR record
● Financial Account Information: Used to support payroll direct deposit
● Beneficiary Information: Includes contact information, SSN, DOB of beneficiaries.
Retained for employee HR record
● Race/Ethnicity: Voluntarily self-reported for employee HR record
● Compensation data: Used to support payroll and compensation function
● Warnings and reprimands: Used for personnel management by Human Resources
● Benefits information: Used to provide and validate employee benefits
● Time and Attendance: Used to document hours worked by employees on daily basis
For an example of use of privacy information of employee and employee beneficiaries, see the bottom of page 5 of the Health Benefits Election Form (SF2809-15).
","HR Links data is retained online for GSA employees. GSA employee data is retained for a minimum of seven years, per NARA chapter 3 guidance, but may be retained longer for example in cases of court order, pursuant to open litigation. Final disposal of data is in accordance with GSA’s disposal policy.

HR Links complies with all GSA retention and disposal procedures specified by 1820.1 CIO P GSA Records Maintenance and Disposition System. Records contained in the HR Links system will be retained consistent with section 2.2 of NARA General Records Schedule, “Employee Management Records”. See https://www.archives.gov/files/records-mgmt/grs/trs29-sch-only.pdf","HR Links receives information about GSA employees from the systems listed below:
Payroll, Accounting and Reporting (PAR) system –PAR is GSA’s payroll processing system and the link between the GSA’s HR and accounting systems. HR Links sends updated personnel data to the payroll system along with the time and attendance information required to perform payroll actions. GSA’s payroll system provides HR Links with the resulting payroll information after each payroll processing cycle. GSA employee PII shared from PAR to HR Links and from HR Links to PAR includes the employee’s name, date of birth, and social security number. However, HR Links and PAR do not exchange employee home addresses, or phone numbers.

GSA Credential and Identity Management System (GCIMS) - GCIMS contains credential and background investigation information for all GSA employees and contractors. HR Links has a bidirectional connection to GCIMS and shares PII including SSN as part of the background investigation process.

GSA JOBS - GSA JOBS contains information on GSA positions. HR Links has a bidirectional connection to GSA JOBS to track which positions are open or being filled.

HR Links transmits information to the systems listed below via secure file transfer protocol (SFTP) which provides the ability to push data to external sources through batch file transfer.

The Department of Health and Human Services (HHS) Federal Occupational Health (FOH) – HHS’ FOH provides a benefit to all federal agencies for work-life balance activities for Federal employees (https://www.worklife4you.com/index.html) . This FOH-managed program requires that each Federal agency provide a list of current employees to the WorkLife4You vendor. HR Links provides a full list of GSA employees to FOH on a monthly basis including name, e-mail address, birth date, gender, and home address to allow FOH to offer benefits.

OPM’s Electronic Official Personnel Folder (eOPF) – HR Links transmits GSA employees’ personnel records (e.g. promotions, raises, etc.) to OPM’s Enterprise Human Resources Integration (EHRI) initiative to improve the Federal Government’s human capital management. eOPF is each employee’s electronic Official Personnel File. eOPF requires the employee’s name and SSN to validate records.

Benefits (EEX) – EEX allows a variety of discretionary personnel and payroll transactions (e.g., changes to Financial Allotments, Health Benefits, Thrift Savings Plan, Direct Deposit, Federal and State Taxes, and Home Address) to be performed. This service requires PII, including SSN to validate records.

Enterprise Human Resources Integration (eHRI) – EHRI is responsible for maintaining the integrity of the electronic Official Personnel Folder (eOPF), which protects information rights, benefits, and entitlements of federal employees. Through on-demand Web-based access to personnel folders, EHRI eOPF enables 24/7 concurrent access to personnel information by Human Resources (HR) staff, and employees. It also allows the electronic transfer of the eOPF from one agency to another when the employee moves from one organization to another. The suite of EHRI analytical tools and a comprehensive Data Warehouse provides on demand, custom reports to plan and forecast the personnel needs of the Federal Government. This service requires PII, including SSN to validate records.",OPM-GOVT 1
31,PIA,ImageNow,https://www.gsa.gov/cdnstatic/ImageNow_AFA_PIA.pdf,"The following personal information is required for the administration of the Child Subsidy program:

● employee by name or other unique identifier
● gender,
● birth date,
● age,
● marital status,
● spouse and
● dependents,
● home e-mail address,
● home address,
● home phone number,
● cell phone number,
● work phone number,
● health records,
● Social Security Number (SSN), (only captured in the image, not in the database)
● Employer Identification Number,
● payroll deductions,
● banking information,
● personal credit card information,

The SSN is used for tax identification purposes in the Child Subsidy program and relates to the payroll processing. This is stored in the PAR system database, and only in ImageNow as part of an image.

For invoice capture, items such as a person’s name, banking information, credit card information, and a SSN are captured only when a vendor is a sole-proprietorship using their personal information for business purposes. The SSN may be included in the image, but is not captured in the database. 
When invoices are related to a company that is not a sole proprietorship, these entries relate to business points of contact, business addresses, and business banking information, none of which is subject to the Privacy Act, because corporations and organizations do not have any Privacy Act rights. In both cases, the data is captured or searching the invoices and relating the data to data in Accounts Payable and Accounts Receivable modules in Pegasys.







","ImageNow has two primary purposes:
1. Archival of images for paper and electronic documents to eliminate the need to manage paper file cabinets or external file structures.
2. Categorization of the documents as they relate to the systems that manage the business processes such as the payroll system and financial management system.
","As an archival system that must be available for research of past transactions and as such the data must be retained to support the data retention requirements of the systems using the data. GSA at this time does not archive any of the ImageNow data and all data is being retained. If this changes in the future, this document will be updated.","ImageNow only shares the images (documents) it stores with external parties to include the USDA Accounts Receivable and Accounts Payable users. Internal sharing also occurs, but the sharing with the financial system hosted at USDA is the only external sharing that occurs. The Pegasys and ImageNow database synchronization routine ensures that documents in ImageNow can be referenced by their related transactions in Pegasys, the financial system. Users of Pegasys can display and see the documents during processing of financial transactions and in response to later inquiries. The Pegasys system allows the documents to be pulled and viewed by Pegasys users who are both within GSA and external to GSA.",GSA/PPFM-12
32,PIA,Login.gov,https://www.gsa.gov/cdnstatic/Logingov_PIA_August2019.pdf,"PII Categories        IAL1/AAL2        IAL2/AAL2        Purpose
Email Address        Yes        Yes        Establish account
Master Universally Unique Identifier (UUID) or MBUN        Yes        Yes        Assigned for account identification
Agency UUID        Yes        Yes        Assigned for account identification
Phone Number for multi- factor authentication (MFA)        Yes        Yes        Enable multi-factor authentication
PIV/CAC subject        Yes        Yes        Enable multi-factor authentication
Full Name        No        Yes        Identity resolution
Address        No        Yes        Identity verification
Date of Birth        No        Yes        Identity resolution
Social Security Number        No        Yes        Identity resolution
State-issued ID Number and Type        No        Yes        Identity verification
Contact Phone Number        Only if same        Yes        Verify state-issued ID address","GSA has developed login.gov as a single sign-on identity platform for members of the public to access government services online that require user authentication.4 login.gov is a shared service that federal agencies can use and integrate with online applications; however, agencies are not required to use login.gov.

login.gov manages user authentication by allowing users to sign in with an email address, password, multi-factor method, and “identity proofing” by verifying an individual's asserted identity on behalf of partner agencies. User authentication is the process of establishing confidence in user identities electronically presented to an information system. Identity proofing is the process of verifying that a person is who they say they are. PII must be collected from a login.gov user to identity proof that user at an Identity Assurance Level (IAL) required by a partner agency to grant access to its information, applications, programs, or records (for the purpose of this PIA, ‘‘services''). The National Institute of Standards and Technology (NIST) defines IAL as “a category that conveys the degree of confidence that the applicant’s claimed identity is their real identity.”5

Identity assurance levels categorize “the degree of confidence that the applicant’s claimed identity is their real identity.”6 login.gov operates at two levels of identity assurance, IAL1 and IAL2. A user will only be asked for information necessary to achieve the IAL required by the partner agency to access a given service. IAL1 provides a partner agency very limited assurance that the same individual who created the login.gov account is, in fact, accessing that partner agency’s service or information.7 This PIA analyzes how login.gov works at both IAL levels; how login.gov manages information as a strategic resource;8 incorporates NIST's definitions of privacy risk; and describes how login.gov mitigates such risks.9","System records will be disposed of in accordance with NARA’s General Records Schedule (GRS) Transmittal 29, section 3.2 “System access records,” which covers user profiles, log-in files, password files, audit trail files and extracts, system usage files, and cost-back files used to assess charges to partner agencies for usage of login.gov.","With the user's consent, the user's email address and agency UUID will be shared with a partner agency. If the partner agency requires identity proofing information for users authenticating via login.gov, then those users’ self-asserted PII, including name, address, social security number, birth date and/or contact phone number could also be transmitted pursuant to the user’s consent and the agreement between login.gov and the partner agency. That information is encrypted during transit using Transport Layer Security over Hypertext Transfer Protocol Secure (TLS over HTTPS) and inside either a Security Assertion Markup Language (SAML) or OpenID Connect (OIDC) signed payload. The user's phone number for calls or text messages from the third-party multi-factor authentication service provider and additional information required for IAL23 identity proofing are also encrypted using TLS over HTTPS during transmission.", GSA/TTS-1
33,PIA,NBC Studley,https://www.gsa.gov/cdnstatic/NBC%20Studley%20_PIA_March2019.pdf,"The NBC Studley system will include the following types of PII:

● Contact Information
● Business Information
● Financial Information
● Social Security Numbers

The Studley broker agents collects information to form leasing packages for the GSA acting as agents of GSA. Within those packages there are the following data requirements which if the lessor would need to provide when enacting a lease with GSA through the Studley brokers. The following information is required if business information is not available:
Lessor Name, Lessor Address, Lessor Phone Number, Lessor Email Address (business or personal as applicable), Lessor Tax ID (if not a business this is their SSN), Financial Account Information (bank account information).","GSA maintains information required throughout the lifecycle of a PBS building lease including information about leases, offerors, and lessors. In addition to business contact and identification information (address, telephone number, and Taxpayer Identification Number (TIN)), the system includes personal information on individuals who use personal contact and identification information (home address, telephone, e-mail, and fax numbers, and Social Security Number) for business purposes as sole proprietors. The authority to maintain such the information comes from the Federal Property and Administrative Services Act, as amended (40 U.S.C. Sec. 585). The purpose is to establish and maintain a system for operating, controlling, and managing the Federal property leasing program; tracking leasing projects and workflow activities; and managing associated documents.

System information may be accessed and used by authorized GSA employees and contractors to conduct official duties associated with Federal government building leases. Information from this system may be disclosed as a routine use as described in the eLEASE SORN, but as a general matter, the information collected from potential lessors is only staged for upload.","The NBC Studley system does not have a records retention schedule as final documents and records are uploaded into GREX. Project records are maintained in electronic project folders until the project is closed out after occupancy. Prior to closeout by the Government, the Broker confirms that all records have been transferred. Any documentation that is not provided by an offeror, but not specifically requested is uploaded into G-REX as supplemental documentation.
Disposition of GREX records will be according to the National Archives and Records Administration (NARA) guidelines, set forth in the GSA Records Maintenance and Disposition System (OAD P 1820.2A) handbook.",Information is not shared outside of GSA.,GSA/PBS-5
34,PIA,OCR Complaint Management System,https://www.gsa.gov/cdnstatic/PIA_OCR%20Complaint%20Management%20System_July_2019.pdf,"Name ● Sexual orientation ● Prior equal employment opportunity (EEO) activity ● Age, including date of birth ● Disability, including identifying physical or mental impairments ● Grade/step/series/salary information ● Job title ● Home address ● Phone numbers ● Email addresses ● Race ● Color ● Religion ● National origin ● Gender, including transgender status ● Other identifying information deemed relevant to the investigation","The OCR Complaint Management Systems is an electronic records system used to track complaints and supporting documentation relating to individual and class complaints of 6 Version 2.1: July 02, 2018 employment discrimination and retaliation prohibited by civil rights statutes. The OCR Complaint Management System is also used to collect EEOC data reporting requirements as set forth in the Code of Federal Regulations governing federal Sector EEO Complaint processing (29 CFR parts 1614) and the Notification and Federal Employee Antidiscrimination and Retaliation Act of 2002 (No FEAR Act).","Yes. Specific to EEO complaint records, NARA has established standards for records retention under File #332. The Agency will remove and place cases in inactive files after resolution of the EEO case. There will be a cut off of inactive files annually. GSA will destroy case files 4 years after cutoff (GRS1, item 25a).","If a hearing or appeal is requested, the Office of General Counsel is provided with the report of investigation and complaint file, as they defend the agency in EEO matters. Settlement agreements are shared with the Office of Human Resources Management for processing. The agency director is aware of settlement agreements and high profile cases. Management officials and witness become aware of pending investigations in which their testimony is required. The information is also shared with Heads of Service and Staff Offices (HSSOs), complainants and their representatives.",https://www.federalregister.gov/documents/1996/11/26/96-30071/privacy-act-of-1974-systemof-records
35,PIA,Payroll Accounting and Reporting (PAR),https://www.gsa.gov/cdnstatic/20190102%20-%20Payroll%20Accounting%20and%20Reporting%20(PAR)%20PIA_for%20posting.pdf,"The system holds payroll records, and includes information received by operating officials as well as personnel and finance officials administering their program areas, including information regarding nonsupport of dependent children. The system also contains data needed to perform detailed accounting distributions and provide for tasks such as mailing checks and bonds and preparing and mailing tax returns and reports. Collection of SSNs is required by the Department of Treasury and IRS policy, rules and/or regulations",The PAR system provides complete functionality for an employee’s entire service life from initial hire through final payment and submission of retirement records to the U.S. Office of Personnel Management (OPM).,The GSA has a NARA-approved records retention schedule. The PAR financial data is retained for 6 years 3 months as required by NARA. An employee's historical records are maintained in the PAR database for 18 months after separation and are then purged from the database.,"The PAR outputs that GSA uses are comprehensive payroll reports; accounting distribution of costs; leave data summary reports; each employee's statement of earnings, deductions, and leave every payday; State, city, and local unemployment compensation reports; Federal, State, and local tax reports; 

Forms W-2, Wage and Tax Statement; and reports of withholding and contributions.

For the Office of Human Resources Services, outputs include data for reports of Federal civilian employment. The system also provides data to GSA staff and administrative offices to use for management purposes.

The employee's name, SSN, date of birth, and home address are reported to SERCO on behalf of the Thrift Savings Plan (TSP) which invests the employee's TSP, mails statements to the employee, and provides TSP loans. 

The employee's name, SSN, and address are sent to IRS for tax payments, to meet Affordable Care Act requirements, and W-2 data reporting.

The employee's name, SSN, and address are sent to SSA for tax information reporting.

The employee's name, SSN, and date of birth are sent to OPM with the retirement data upon separation.

The employee's name, SSN, home address, and banking information are sent to OPM's Employee Express so the employee can retrieve their own pay and leave data, W-2s, and make changes to their home address and banking information.

The employee's name, SSN, and address are sent to the taxing authorities for State and local entities.
PII data is also sent to the following agencies/companies, on an as-needed basis and in accordance with the “routine uses” provided for in the PAR SORN, GSA/PPFM-9​:
      
● American Federation of Government Employees (AFGE) receives union dues files for union members only.
● Bureau of Public Debt (BPD) receives client payroll accounting files, for example lists of employees with a debt.
● Department of Labor (DOL) receives child support payments and continuation of pay statement (workmen’s compensation).
● Health Benefits Insurance Carriers (e.g. BlueCross/BlueShield, Aetna, HMOs) receive health insurance premiums.
● National Business Center, Department Of Interior (DOI) receives aggregated accounting files.
● National Credit Union Administration (NCUA) receives agency accounting files and 401k data.
● Office of Personnel Management (OPM) receives employee retirement information, health insurance information, life insurance information, agency accounting files, and labor distribution data.
● Railroad Retirement Board (RRB) receives agency accounting files, labor distribution data, and transit benefit data.
● TALX Corporation receives unemployment and employment verification information.
● Treasury Department receives payment files with banking information and treasury salary offset program file (debt collection).
● United States Department of Agriculture (USDA) receives certain agencies’ client payroll accounting files and health benefits information.
● Veterans Administration (VA) receives an Occupational Safety and Health Agency (OSHA) extract file.
● Wells Fargo receives National Credit Union Administration (NCUA) 401k data.
All data sent outside GSA is sent via secure FTP, agency/company secure portals, specific IP authentications, Connect Direct, by logging into an agency's server via Putty, STS, ESB, or an encrypted password protected email attachment.
For the Payroll RPA, it will use a ""file distribution list"" that contains all of the files to be distributed to the customer POCs. Each line on the ""file distribution list"" contains the file name, the adjustments required to the file, the POCs for the distribution, their email addresses, and whether the file needs to be encrypted. Encryption is determined based on a flag within the ""file distribution list."" Files flagged for encryption are encrypted and password protected. The encryption flag is based on PII and/or who is getting sent the file. If it has PII and being sent outside of GSA, then it is encrypted. The encryption flag is determined by the Payroll Team. The bot can only pull contacts off of one line at a time and after each line is completed, the variables are cleared, so that should mitigate any risk of sending files to incorrect contacts.


", SA/PPFM-9​
36,PIA,Real Estate Taxes Portal (RET),https://www.gsa.gov/cdnstatic/Real%20Estate%20Taxes%20Portal%20(RET)%20PIA.pdf,"The application collects tax documentation and data from External GSA Lessors who hold a GSA lease. Data that is collected is associated with each document upload/submission (tax year, block and lot number, tax bill frequency, tax period start and end date, municipality). Information contained in submitted tax documents varies by municipality and by ownership entity; documents could contain Names, Addresses, Tax ID Numbers (which may be SSN for small business owners), Business or Home Addresses of Property Owners, Phone Numbers and other personally identifiable information.
All accounts must register first; lessors must provide an email address, name and region.","The information collected in the RET Portal is used solely to process Real Estate Tax Adjustments pursuant to GSA Lease terms with External Lessors. This documentation is collected to ensure proper accurate and timely payment of property taxes. Data collected is related to the document uploads made each year for a lease for easy identification purposes in the G-REX Application. Submission dates, tax years and associated system data will be used to effectively manage the efficiency of the Lease Contract Administration program (analyze processing time, utilization).","Records are ultimately stored within the G-REX system as the RET app is not a system of record. The RET app will retain submitted data and documents so as to provide a record for the submitters of information. The data is retained in RET as external lessors will need and desire to see their past submissions against their contracts, as well as submissions in “draft” but not yet submitted. Once a lease ends, related documents are declared as records, and put on a ""hold"" status for 8 fiscal years.",No,GSA/PBS-5
